CARRETERA,YEAR,n_total,n_bad_surface,RCII_pct,imd_road_mean,road_passages,RCII_rate_per100M,RCII_level
M-962,2017,1,0,0.0,,,,Low
M-966,2017,1,0,0.0,,,,Low
M-966,2018,1,0,0.0,,,,Low
M-966,2020,1,0,0.0,,,,Low
M-966,2021,1,0,0.0,1928.0,703720.0,0.0,Low
M-966,2024,2,0,0.0,1467.0,535455.0,0.0,Low
M-978,2016,1,0,0.0,,,,Low
M-988,2016,1,0,0.0,,,,Low
M115,2019,1,0,0.0,,,,Low
M118,2019,1,0,0.0,,,,Low
M206,2019,1,0,0.0,,,,Low
M206,2020,3,0,0.0,,,,Low
M21,2019,1,0,0.0,,,,Low
M305 RE,2023,1,0,0.0,,,,Low
M503,2020,1,0,0.0,,,,Low
M510,2019,1,0,0.0,,,,Low
M513,2020,1,0,0.0,,,,Low
M607,2020,1,0,0.0,,,,Low
M610,2020,2,0,0.0,,,,Low
M625,2020,1,0,0.0,,,,Low
M626,2020,1,0,0.0,,,,Low
M629,2020,1,0,0.0,,,,Low
M637,2020,1,0,0.0,,,,Low
MR PATONES,2018,1,0,0.0,,,,Low
N-103 CAMI,2020,1,1,100.0,,,,High
N-1A,2022,4,0,0.0,,,,Low
N-1A,2023,4,0,0.0,,,,Low
N-1A,2024,3,0,0.0,,,,Low
N-320,2016,14,0,0.0,,,,Low
N-320,2017,20,0,0.0,,,,Low
N-320,2018,13,0,0.0,,,,Low
N-320,2019,10,0,0.0,,,,Low
N-320,2020,7,0,0.0,,,,Low
N-320,2021,3,0,0.0,,,,Low
N-320,2022,4,0,0.0,,,,Low
N-320,2023,7,0,0.0,,,,Low
N-320,2024,8,0,0.0,,,,Low
N-3A,2022,1,0,0.0,,,,Low
N-3A,2023,4,0,0.0,,,,Low
N-400,2016,7,0,0.0,,,,Low
N-400,2017,6,0,0.0,,,,Low
N-400,2018,3,0,0.0,,,,Low
N-400,2019,4,0,0.0,,,,Low
N-400,2020,5,0,0.0,,,,Low
N-400,2021,4,0,0.0,,,,Low
N-400,2022,11,0,0.0,,,,Low
N-400,2023,7,0,0.0,,,,Low
N-400,2024,10,0,0.0,,,,Low
N-403,2016,2,0,0.0,,,,Low
N-403,2017,1,0,0.0,,,,Low
N-403,2018,2,0,0.0,,,,Low
N-403,2019,3,0,0.0,,,,Low
N-403,2020,5,0,0.0,,,,Low
N-403,2022,2,0,0.0,,,,Low
N-403,2023,1,0,0.0,,,,Low
N-403,2024,3,0,0.0,,,,Low
N-4A,2023,4,0,0.0,,,,Low
N-4A,2024,1,0,0.0,,,,Low
N-5A,2022,5,0,0.0,,,,Low
N-5A,2023,4,0,0.0,,,,Low
N-5A,2024,5,0,0.0,,,,Low
N-6,2022,6,1,16.6667,,,,High
N-6,2023,12,0,0.0,,,,Low
N-6,2024,10,0,0.0,,,,Low
N-601,2020,1,0,0.0,,,,Low
N-I,2016,4,0,0.0,,,,Low
N-I,2017,3,0,0.0,,,,Low
N-I,2018,5,0,0.0,,,,Low
N-I,2019,2,0,0.0,,,,Low
N-I,2021,1,0,0.0,,,,Low
N-IA,2017,3,0,0.0,,,,Low
N-IA,2018,1,0,0.0,,,,Low
N-IA,2019,3,0,0.0,,,,Low
N-IA,2021,4,0,0.0,,,,Low
N-IIIA,2016,15,1,6.6667,,,,Medium
N-IIIA,2017,10,0,0.0,,,,Low
N-IIIA,2018,5,0,0.0,,,,Low
N-IIIA,2019,4,0,0.0,,,,Low
N-IIIA,2021,4,0,0.0,,,,Low
N-IIIA,2022,1,0,0.0,,,,Low
N-IV,2020,1,0,0.0,,,,Low
N-IV,2022,1,0,0.0,,,,Low
N-IVA,2016,1,0,0.0,,,,Low
N-IVA,2017,1,0,0.0,,,,Low
N-IVA,2018,1,0,0.0,,,,Low
N-IVA,2020,2,0,0.0,,,,Low
N-V,2017,6,0,0.0,,,,Low
N-V,2018,3,0,0.0,,,,Low
N-V,2019,4,0,0.0,,,,Low
N-V,2020,5,0,0.0,,,,Low
N-V,2021,1,0,0.0,,,,Low
N-VA,2021,4,0,0.0,,,,Low
N-VI,2016,8,0,0.0,,,,Low
N-VI,2017,12,0,0.0,,,,Low
N-VI,2018,10,1,10.0,,,,Medium
N-VI,2019,12,0,0.0,,,,Low
N-VI,2020,6,0,0.0,,,,Low
N-VI,2021,7,0,0.0,,,,Low
NO INVENTARIADA,2016,2,186,9300.0,,,,High
NO INVENTARIADA,2017,3,170,5666.6667,,,,High
NO INVENTARIADA,2018,0,220,inf,,,,High
NO INVENTARIADA,2019,1,209,20900.0,,,,High
NO INVENTARIADA,2020,1,209,20900.0,,,,High
NO INVENTARIADA,2021,2,342,17100.0,,,,High
NO INVENTARIADA,2022,3,292,9733.3333,,,,High
NO INVENTARIADA,2023,0,282,inf,,,,High
NO INVENTARIADA,2024,0,225,inf,,,,High
R-2,2016,2,0,0.0,,,,Low
R-2,2017,2,0,0.0,,,,Low
R-2,2018,6,1,16.6667,,,,High
R-2,2019,9,0,0.0,,,,Low
R-2,2020,1,0,0.0,,,,Low
R-2,2021,6,0,0.0,,,,Low
R-2,2022,3,0,0.0,,,,Low
R-2,2023,4,0,0.0,,,,Low
R-2,2024,4,0,0.0,,,,Low
R-3,2016,4,0,0.0,,,,Low
R-3,2017,6,1,16.6667,,,,High
R-3,2018,1,0,0.0,,,,Low
R-3,2019,7,0,0.0,,,,Low
R-3,2020,3,0,0.0,,,,Low
R-3,2021,10,0,0.0,,,,Low
R-3,2022,7,0,0.0,,,,Low
R-3,2023,9,0,0.0,,,,Low
R-3,2024,7,0,0.0,,,,Low
R-4,2016,3,1,33.3333,,,,High
R-4,2017,3,0,0.0,,,,Low
R-4,2018,3,0,0.0,,,,Low
R-4,2019,4,0,0.0,,,,Low
R-4,2020,2,0,0.0,,,,Low
R-4,2021,2,0,0.0,,,,Low
R-4,2022,6,0,0.0,,,,Low
R-4,2023,4,0,0.0,,,,Low
R-4,2024,8,0,0.0,,,,Low
R-5,2016,5,0,0.0,,,,Low
R-5,2017,5,0,0.0,,,,Low
R-5,2018,1,0,0.0,,,,Low
R-5,2019,6,0,0.0,,,,Low
R-5,2020,1,0,0.0,,,,Low
R-5,2021,5,0,0.0,,,,Low
R-5,2022,7,0,0.0,,,,Low
R-5,2023,6,0,0.0,,,,Low
R-5,2024,5,0,0.0,,,,Low
R3,2021,1,0,0.0,,,,Low
RE-1,2018,2,0,0.0,,,,Low
RE-12,2020,1,0,0.0,,,,Low
RE-12,2021,1,1,100.0,,,,High
RE-12,2023,1,1,100.0,,,,High
RE-4,2019,1,0,0.0,,,,Low
RE-5,2020,6,0,0.0,,,,Low
RE12,2022,1,0,0.0,,,,Low
URB CARAQU,2017,1,0,0.0,,,,Low
