SECCION_ID,YEAR,CARRETERA,dominant_cause,n_dominant_accidents
M-510_8,2021,M-510,Colisión fronto-lateral,1
M-510_9,2016,M-510,Colisión fronto-lateral,1
M-510_9,2018,M-510,Colisión por alcance,1
M-510_9,2020,M-510,Colisión fronto-lateral,1
M-510_9,2023,M-510,Colisión por alcance,1
M-510_9,2024,M-510,Colisión fronto-lateral,1
M-511_0,2016,M-511,Colisión fronto-lateral,1
M-511_0,2017,M-511,Colisión por alcance,4
M-511_0,2018,M-511,Colisión por alcance,2
M-511_0,2019,M-511,Colisión fronto-lateral,1
M-511_0,2020,M-511,Salida de la vía por la izquierda con colisión,1
M-511_0,2021,M-511,Colisión fronto-lateral,1
M-511_0,2023,M-511,Colisión por alcance,2
M-511_0,2024,M-511,Caída,1
M-511_1,2016,M-511,Colisión fronto-lateral,1
M-511_1,2018,M-511,Colisión contra obstáculo o elemento de la vía,1
M-511_1,2019,M-511,Caída,1
M-511_1,2022,M-511,"Salida de la vía por la izquierda, otro tipo",1
M-511_1,2024,M-511,Salida de la vía por la derecha otro tipo,1
M-511_2,2017,M-511,Salida de la vía por la izquierda con vuelco,1
M-511_2,2018,M-511,Salida de la vía por la derecha con colisión,1
M-511_2,2022,M-511,Salida de la vía por la derecha con vuelco,2
M-511_2,2023,M-511,Salida de la vía por la derecha con vuelco,1
M-511_2,2024,M-511,Salida de la vía por la izquierda con vuelco,1
M-511_3,2016,M-511,Colisión contra obstáculo o elemento de la vía,1
M-511_3,2017,M-511,Caída,1
M-511_3,2018,M-511,Colisión lateral,2
M-511_3,2019,M-511,Salida de la vía por la izquierda con vuelco,2
M-511_3,2020,M-511,"Salida de la vía por la izquierda, otro tipo",2
M-511_3,2022,M-511,Colisión lateral,1
M-511_3,2023,M-511,Salida de la vía por la derecha con colisión,1
M-511_3,2024,M-511,Salida de la vía por la derecha otro tipo,1
M-511_4,2016,M-511,Atropello a personas,1
M-511_4,2017,M-511,Salida de la vía por la izquierda con colisión,1
M-511_4,2018,M-511,Colisión lateral,1
M-511_4,2020,M-511,Salida de la vía por la izquierda con vuelco,1
M-511_4,2023,M-511,Colisión lateral,1
M-512_0,2016,M-512,Salida de la vía por la derecha con vuelco,1
M-512_0,2019,M-512,Caída,1
M-512_0,2020,M-512,Salida de la vía por la derecha otro tipo,1
M-512_0,2021,M-512,Salida de la vía por la derecha otro tipo,1
M-512_0,2022,M-512,Salida de la vía por la derecha otro tipo,2
M-512_0,2024,M-512,Colisión fronto-lateral,1
M-512_1,2017,M-512,Salida de la vía por la izquierda con vuelco,1
M-512_1,2019,M-512,Salida de la vía por la derecha con vuelco,1
M-512_1,2020,M-512,Salida de la vía por la izquierda con colisión,1
M-512_1,2024,M-512,Salida de la vía por la derecha otro tipo,1
M-512_10,2016,M-512,Salida de la vía por la derecha con vuelco,1
M-512_10,2019,M-512,Salida de la vía por la derecha con colisión,1
M-512_11,2019,M-512,Salida de la vía por la derecha con colisión,1
M-512_12,2016,M-512,Caída,1
M-512_12,2017,M-512,Colisión lateral,1
M-512_12,2018,M-512,Salida de la vía por la derecha con colisión,1
M-512_13,2022,M-512,Colisión por alcance,1
M-512_14,2020,M-512,Salida de la vía por la derecha otro tipo,1
M-512_14,2021,M-512,Salida de la vía por la derecha con colisión,1
M-512_14,2023,M-512,Colisión frontal,1
M-512_14,2024,M-512,Salida de la vía por la derecha con colisión,1
M-512_15,2016,M-512,Salida de la vía por la derecha con colisión,1
M-512_15,2018,M-512,Colisión fronto-lateral,1
M-512_15,2019,M-512,Salida de la vía por la derecha con despeñamiento,1
M-512_15,2020,M-512,Colisión fronto-lateral,1
M-512_15,2021,M-512,Salida de la vía por la derecha otro tipo,1
M-512_15,2022,M-512,Colisión fronto-lateral,2
M-512_15,2023,M-512,Salida de la vía por la izquierda con colisión,1
M-512_16,2016,M-512,Salida de la vía por la derecha otro tipo,1
M-512_16,2017,M-512,Salida de la vía por la izquierda con vuelco,1
M-512_16,2022,M-512,Salida de la vía por la derecha otro tipo,1
M-512_17,2016,M-512,Salida de la vía por la derecha otro tipo,1
M-512_17,2018,M-512,Salida de la vía por la derecha otro tipo,1
M-512_17,2020,M-512,Salida de la vía por la derecha con colisión,1
M-512_17,2021,M-512,Colisión fronto-lateral,1
M-512_17,2022,M-512,Salida de la vía por la izquierda con colisión,1
M-512_17,2024,M-512,Colisión frontal,1
M-512_18,2016,M-512,Salida de la vía por la derecha otro tipo,1
M-512_18,2017,M-512,Salida de la vía por la derecha otro tipo,1
M-512_18,2018,M-512,Colisión frontal,1
M-512_18,2019,M-512,Salida de la vía por la derecha otro tipo,1
M-512_18,2021,M-512,Caída,1
M-512_18,2022,M-512,Salida de la vía por la izquierda con colisión,1
M-512_18,2023,M-512,Colisión lateral,1
M-512_18,2024,M-512,Caída,1
M-512_19,2016,M-512,"Salida de la vía por la izquierda, otro tipo",1
M-512_19,2019,M-512,Colisión lateral,1
M-512_19,2020,M-512,Caída,1
M-512_19,2023,M-512,Salida de la vía por la derecha otro tipo,1
M-512_2,2016,M-512,Colisión fronto-lateral,1
M-512_2,2017,M-512,Caída,1
M-512_2,2019,M-512,Salida de la vía por la derecha otro tipo,1
M-512_2,2020,M-512,Salida de la vía por la derecha otro tipo,2
M-512_2,2021,M-512,Salida de la vía por la derecha con colisión,1
M-512_21,2016,M-512,Salida de la vía por la derecha otro tipo,1
M-512_3,2018,M-512,Salida de la vía por la derecha otro tipo,1
M-512_3,2019,M-512,"Salida de la vía por la izquierda, otro tipo",1
M-512_3,2020,M-512,"Salida de la vía por la izquierda, otro tipo",2
M-512_3,2021,M-512,Caída,2
M-512_3,2022,M-512,Salida de la vía por la derecha con vuelco,1
M-512_3,2024,M-512,Salida de la vía por la izquierda con colisión,1
M-512_4,2016,M-512,Salida de la vía por la derecha otro tipo,2
M-512_4,2017,M-512,Colisión por alcance,1
M-512_4,2018,M-512,Salida de la vía por la derecha otro tipo,1
M-512_4,2019,M-512,Salida de la vía por la derecha con colisión,1
M-512_4,2023,M-512,Salida de la vía por la derecha con colisión,1
M-512_5,2016,M-512,"Salida de la vía por la izquierda, otro tipo",2
M-512_5,2018,M-512,Salida de la vía por la derecha otro tipo,1
M-512_5,2023,M-512,"Salida de la vía por la izquierda, otro tipo",1
M-512_6,2017,M-512,Salida de la vía por la derecha otro tipo,1
M-512_6,2020,M-512,Colisión por alcance,1
M-512_6,2021,M-512,Salida de la vía por la derecha otro tipo,1
M-512_7,2017,M-512,Salida de la vía por la derecha otro tipo,1
M-512_7,2020,M-512,Salida de la vía por la derecha otro tipo,1
M-512_7,2022,M-512,Salida de la vía por la derecha con despeñamiento,1
M-512_8,2022,M-512,Salida de la vía por la derecha otro tipo,1
M-512_9,2019,M-512,Colisión fronto-lateral,1
M-512_9,2022,M-512,Atropello a personas,1
M-513_0,2016,M-513,Colisión frontal,1
M-513_0,2017,M-513,Salida de la vía por la derecha con colisión,1
M-513_0,2021,M-513,Salida de la vía por la derecha con vuelco,1
M-513_1,2016,M-513,Salida de la vía por la derecha con colisión,2
M-513_1,2017,M-513,Caída,1
M-513_1,2018,M-513,Caída,1
M-513_1,2019,M-513,Colisión por alcance,1
M-513_1,2021,M-513,Colisión por alcance,1
M-513_1,2022,M-513,Colisión lateral,1
M-513_1,2024,M-513,Colisión fronto-lateral,1
M-513_10,2016,M-513,Salida de la vía por la derecha con colisión,1
M-513_10,2019,M-513,Salida de la vía por la izquierda con vuelco,1
M-513_10,2021,M-513,Salida de la vía por la derecha otro tipo,1
M-513_10,2023,M-513,Colisión por alcance,1
M-513_11,2017,M-513,Salida de la vía por la izquierda con vuelco,1
M-513_11,2018,M-513,Colisión frontal,1
M-513_11,2019,M-513,Salida de la vía por la derecha con vuelco,1
M-513_11,2021,M-513,Colisión fronto-lateral,1
M-513_11,2023,M-513,Salida de la vía por la izquierda con colisión,1
M-513_12,2016,M-513,Colisión fronto-lateral,1
M-513_12,2017,M-513,Colisión fronto-lateral,1
M-513_12,2018,M-513,Caída,2
M-513_12,2019,M-513,Colisión por alcance,1
M-513_12,2022,M-513,Colisión fronto-lateral,1
M-513_13,2016,M-513,Colisión fronto-lateral,1
M-513_13,2024,M-513,Salida de la vía por la izquierda con colisión,1
M-513_14,2016,M-513,Salida de la vía por la izquierda con colisión,1
M-513_14,2019,M-513,Salida de la vía por la izquierda con colisión,1
M-513_14,2020,M-513,Salida de la vía por la izquierda con despeñamiento,1
M-513_14,2021,M-513,Atropello a personas,1
M-513_14,2023,M-513,Colisión frontal,1
M-513_15,2017,M-513,Salida de la vía por la derecha otro tipo,1
M-513_15,2018,M-513,Salida de la vía por la derecha con colisión,1
M-513_15,2023,M-513,Colisión frontal,1
M-513_15,2024,M-513,Colisión lateral,1
M-513_16,2018,M-513,Salida de la vía por la derecha con vuelco,1
M-513_16,2019,M-513,Salida de la vía por la derecha otro tipo,1
M-513_16,2020,M-513,Colisión lateral,1
M-513_16,2023,M-513,Salida de la vía por la derecha con colisión,1
M-513_2,2016,M-513,Colisión fronto-lateral,1
M-513_2,2018,M-513,Caída,1
M-513_2,2019,M-513,Vuelco,1
M-513_2,2020,M-513,Atropello a personas,1
M-513_2,2021,M-513,Caída,1
M-513_2,2023,M-513,"Salida de la vía por la izquierda, otro tipo",1
M-513_2,2024,M-513,Colisión lateral,1
M-513_3,2016,M-513,Caída,1
M-513_3,2017,M-513,Colisión múltiple,1
M-513_3,2018,M-513,Colisión lateral,1
M-513_3,2019,M-513,Salida de la vía por la derecha con despeñamiento,1
M-513_3,2020,M-513,Caída,1
M-513_3,2021,M-513,Colisión frontal,1
M-513_3,2022,M-513,Colisión fronto-lateral,1
M-513_3,2023,M-513,Salida de la vía por la derecha con vuelco,1
M-513_3,2024,M-513,Colisión lateral,1
M-513_4,2016,M-513,Atropello a personas,1
M-513_4,2017,M-513,Caída,1
M-513_4,2019,M-513,Colisión lateral,1
M-513_4,2020,M-513,Colisión fronto-lateral,1
M-513_4,2022,M-513,Colisión por alcance,1
M-513_5,2017,M-513,Colisión por alcance,1
M-513_5,2018,M-513,Colisión por alcance,1
M-513_5,2019,M-513,Colisión lateral,1
M-513_5,2021,M-513,Colisión por alcance,2
M-513_5,2022,M-513,Atropello a personas,1
M-513_5,2023,M-513,Colisión por alcance,1
M-513_5,2024,M-513,Atropello a personas,1
M-513_6,2016,M-513,Colisión lateral,1
M-513_6,2017,M-513,Colisión fronto-lateral,2
M-513_6,2019,M-513,Colisión lateral,1
M-513_6,2020,M-513,Colisión fronto-lateral,1
M-513_6,2021,M-513,Colisión por alcance,3
M-513_6,2022,M-513,Colisión fronto-lateral,1
M-513_6,2023,M-513,Colisión lateral,2
M-513_6,2024,M-513,Colisión fronto-lateral,1
M-513_7,2016,M-513,Colisión fronto-lateral,1
M-513_7,2017,M-513,Colisión por alcance,4
M-513_7,2018,M-513,Colisión por alcance,2
M-513_7,2019,M-513,Caída,1
M-513_7,2020,M-513,Caída,1
M-513_7,2021,M-513,Colisión por alcance,3
M-513_7,2022,M-513,Colisión fronto-lateral,1
M-513_7,2023,M-513,Colisión por alcance,1
M-513_7,2024,M-513,Colisión fronto-lateral,1
M-513_8,2017,M-513,Colisión frontal,1
M-513_8,2018,M-513,Colisión fronto-lateral,2
M-513_8,2021,M-513,Colisión por alcance,1
M-513_8,2023,M-513,Salida de la vía por la derecha con vuelco,1
M-513_8,2024,M-513,Salida de la vía por la derecha con colisión,1
M-513_9,2016,M-513,Colisión fronto-lateral,1
M-513_9,2017,M-513,Colisión fronto-lateral,7
M-513_9,2018,M-513,Colisión fronto-lateral,7
M-513_9,2019,M-513,Colisión fronto-lateral,6
M-513_9,2020,M-513,Colisión fronto-lateral,3
M-513_9,2023,M-513,Caída,1
M-513_9,2024,M-513,Colisión frontal,1
M-515_0,2016,M-515,Colisión por alcance,1
M-516_0,2016,M-516,Caída,1
M-516_0,2017,M-516,Caída,2
M-516_0,2019,M-516,Colisión lateral,1
M-516_0,2020,M-516,Colisión lateral,1
M-516_0,2021,M-516,Colisión lateral,1
M-516_0,2022,M-516,Colisión múltiple,1
M-516_0,2023,M-516,Colisión por alcance,2
M-516_0,2024,M-516,Caída,1
M-516_1,2018,M-516,Colisión frontal,1
M-516_1,2019,M-516,Colisión fronto-lateral,2
M-516_1,2021,M-516,Colisión por alcance,1
M-516_1,2023,M-516,Colisión lateral,1
M-516_1,2024,M-516,Colisión lateral,1
M-516_100,2019,M-516,Colisión frontal,1
M-516_2,2017,M-516,Colisión fronto-lateral,1
M-516_2,2018,M-516,Salida de la vía por la derecha otro tipo,1
M-516_2,2019,M-516,Colisión lateral,1
M-516_2,2023,M-516,Colisión lateral,1
M-516_3,2019,M-516,"Salida de la vía por la izquierda, otro tipo",1
M-516_4,2016,M-516,Atropello a personas,1
M-516_4,2018,M-516,Salida de la vía por la izquierda con colisión,1
M-516_4,2019,M-516,Colisión fronto-lateral,1
M-516_4,2020,M-516,Colisión lateral,1
M-516_4,2021,M-516,Colisión fronto-lateral,1
M-516_4,2022,M-516,Colisión por alcance,1
M-516_4,2023,M-516,Colisión fronto-lateral,1
M-519_0,2023,M-519,Colisión por alcance,1
M-519_1,2020,M-519,Colisión frontal,1
M-519_1,2021,M-519,Colisión fronto-lateral,1
M-519_2,2018,M-519,Colisión fronto-lateral,1
M-519_2,2019,M-519,Colisión fronto-lateral,1
M-519_2,2022,M-519,Colisión frontal,1
M-519_2,2023,M-519,Salida de la vía por la derecha otro tipo,1
M-519_3,2017,M-519,Caída,1
M-519_3,2018,M-519,Colisión por alcance,1
M-519_3,2021,M-519,Colisión por alcance,1
M-519_3,2024,M-519,Colisión por alcance,1
M-519_32,2023,M-519,Colisión múltiple,1
M-519_4,2016,M-519,Salida de la vía por la derecha otro tipo,1
M-519_4,2019,M-519,Colisión frontal,1
M-519_4,2020,M-519,Salida de la vía por la derecha con colisión,1
M-519_4,2023,M-519,Colisión lateral,1
M-519_5,2017,M-519,Salida de la vía por la derecha con colisión,1
M-519_5,2019,M-519,Atropello a personas,2
M-519_5,2021,M-519,Salida de la vía por la derecha con colisión,1
M-519_5,2023,M-519,Colisión por alcance,1
M-519_5,2024,M-519,Salida de la vía por la izquierda con colisión,1
M-521_0,2022,M-521,Salida de la vía por la izquierda con colisión,1
M-521_1,2016,M-521,Salida de la vía por la derecha otro tipo,2
M-521_1,2017,M-521,Vuelco,1
M-521_1,2019,M-521,Salida de la vía por la derecha con vuelco,1
M-521_1,2020,M-521,Salida de la vía por la derecha otro tipo,1
M-521_1,2021,M-521,Salida de la vía por la derecha otro tipo,1
M-521_1,2024,M-521,Colisión fronto-lateral,1
M-521_10,2023,M-521,Caída,1
M-521_11,2017,M-521,Atropello a animales,1
M-521_11,2021,M-521,Atropello a animales,1
M-521_12,2016,M-521,Salida de la vía por la derecha otro tipo,2
M-521_12,2018,M-521,Salida de la vía por la derecha con vuelco,1
M-521_12,2023,M-521,Salida de la vía por la derecha otro tipo,1
M-521_12,2024,M-521,Salida de la vía por la derecha con colisión,1
M-521_13,2018,M-521,Salida de la vía por la derecha otro tipo,1
M-521_13,2019,M-521,Salida de la vía por la derecha otro tipo,1
M-521_13,2023,M-521,Salida de la vía por la derecha otro tipo,1
M-521_13,2024,M-521,Salida de la vía por la derecha con colisión,1
M-521_14,2017,M-521,Colisión fronto-lateral,1
M-521_14,2018,M-521,Salida de la vía por la derecha otro tipo,1
M-521_14,2019,M-521,Salida de la vía por la derecha con vuelco,1
M-521_14,2020,M-521,Salida de la vía por la derecha con colisión,1
M-521_14,2021,M-521,Colisión fronto-lateral,1
M-521_15,2024,M-521,Salida de la vía por la izquierda con colisión,1
M-521_16,2024,M-521,Salida de la vía por la izquierda con colisión,1
M-521_17,2017,M-521,Caída,1
M-521_17,2021,M-521,Colisión frontal,1
M-521_17,2022,M-521,Colisión frontal,1
M-521_17,2024,M-521,"Salida de la vía por la izquierda, otro tipo",1
M-521_18,2019,M-521,Salida de la vía por la izquierda con despeñamiento,1
M-521_18,2022,M-521,Salida de la vía por la derecha otro tipo,1
M-521_18,2024,M-521,Salida de la vía por la derecha con despeñamiento,1
M-521_19,2020,M-521,Salida de la vía por la izquierda con despeñamiento,1
M-521_2,2016,M-521,Salida de la vía por la izquierda con vuelco,1
M-521_2,2021,M-521,Colisión lateral,1
M-521_20,2017,M-521,Salida de la vía por la izquierda con vuelco,1
M-521_20,2020,M-521,Colisión por alcance,2
M-521_20,2021,M-521,Salida de la vía por la derecha con vuelco,1
